"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43353099999","2021-03-17T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0041,1","22000,1,9,N","004000,1,9,9","+0320,1","+0240,1","10073,1",,,,,,,"01,1,+00540,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00540,1,99,9,99,9",,,,,,"SYN06443353 32496 22708 10320 20240 40073 81530 333 56790 59012 81618=",
"43353099999","2021-03-17T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0036,1","99999,9,9,N","004000,1,9,9","+0306,1","+0246,1","10064,1",,,,,,,,,,,,,,,,"9,9,999,9,-012,1",,"SYN05243353 32996 02907 10306 20246 40064 333 10328 59012=",
"43353099999","2021-03-17T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","320,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0292,1","+0249,1","10090,1",,,"0,1,02,1","0,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","01,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"10,1","SYN07043353 31996 13204 10292 20249 40090 71000 81030 333 56010 59024 81359=",
"43353099999","2021-03-17T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0284,1","+0250,1","10103,1",,,"0,1,02,1","0,1,02,1",,,"01,1,+00540,1,05,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00540,1,99,9,99,9",,,,,"10,1","SYN07043353 31496 20000 10284 20250 40103 71000 81530 333 56490 59011 81518=",
"43353099999","2021-03-17T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0276,1","+0250,1","10091,1",,,"0,1,02,1","0,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","01,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"10,1","SYN07043353 31996 10000 10276 20250 40091 71000 81030 333 56090 58000 81359=",
"43353099999","2021-03-18T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","004000,1,9,9","+0264,1","+0247,1","10092,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00540,1,05,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00540,1,99,9,99,9",,,,,"10,1","SYN07043353 31496 29902 10264 20247 40092 71010 81530 333 56690 58003 81518=",
"43353099999","2021-03-18T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0021,1","22000,1,9,N","002000,1,9,9","+0284,1","+0247,1","10112,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","01,99,1,01,1,99,9,02700,1,99,9,99,9","240,M,+0328,1","240,N,+0264,1",,,"10,1","SYN09243353 31495 10904 10284 20247 40112 71010 81030 333 10328 20264 56030 58003 81359 555 10001=",
"43353099999","2021-03-18T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","320,1,N,0041,1","22000,1,9,N","004000,1,9,9","+0314,1","+0239,1","10107,1",,,"1,1,02,1","0,1,02,1",,,"03,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","03,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 33208 10314 20239 40107 70510 83530 333 56790 58000 83616=",
"43353099999","2021-03-18T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","230,1,N,0046,1","22000,1,9,N","004000,1,9,9","+0316,1","+0245,1","10080,1",,,,,,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 42309 10316 20245 40080 81530 333 56690 58007 81616 83359=",
"43353099999","2021-03-18T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","020,1,N,9999,9","22000,1,9,N","004000,1,9,9","+0308,1","+0248,1","10074,1",,,,,,,"01,1,+00540,1,06,1",,,,"9,MSL   ,+99999,+99999","01,99,1,01,1,99,9,00540,1,99,9,99,9","240,M,+0324,1",,,,,"SYN07043353 32496 10270 10308 20248 40074 81500 333 10324 56690 58010 81618=","Q0136    3WOSPD "
"43353099999","2021-03-18T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0296,1","+0251,1","10102,1",,,"0,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07043353 31496 22704 10296 20251 40102 71000 81530 333 56790 58012 81616=",
"43353099999","2021-03-18T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","004000,1,9,9","+0294,1","+0248,1","10109,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","03,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 39902 10294 20248 40109 71010 81530 333 56790 58006 81616 83359=",
"43353099999","2021-03-18T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0280,1","+0252,1","10090,1",,,"1,1,02,1","0,1,02,1",,,"03,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","03,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07043353 31496 30000 10280 20252 40090 71010 81530 333 56790 59001 83616=",
"43353099999","2021-03-19T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","020,1,N,9999,9","22000,1,9,9","000200,1,9,9","+9999,9","+0246,1","10092,1",,,,,,,"01,1,+00480,1,06,1",,,,"9,MSL   ,+99999,+99999","01,99,1,01,1,99,9,00480,1,99,9,99,9",,,,"9,9,999,9,+000,1",,"SYN004BUFR","Q0134    3WOSPD "
"43353099999","2021-03-19T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","070,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0288,1","+0236,1","10111,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0324,1","240,N,+0262,1",,,"05,1","SYN09243353 31496 20705 10288 20236 40111 70510 81530 333 10324 20262 56390 59001 81616 555 10001=",
"43353099999","2021-03-19T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0026,1","02700,1,C,N","004000,1,9,9","+0320,1","+0246,1","10104,1",,,"1,1,02,1","1,1,02,1",,,"03,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07643353 31496 62905 10320 20246 40104 70511 83530 333 56790 59003 83616 83359=",
"43353099999","2021-03-19T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0046,1","02700,1,C,N","004000,1,9,9","+0320,1","+0240,1","10073,1",,,,,,,"02,1,+00480,1,06,1","05,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 62709 10320 20240 40073 82530 333 56290 59007 82616 85359=",
"43353099999","2021-03-19T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0041,1","02700,1,C,9","004000,1,9,9","+0305,1","+0247,1","10070,1","01,9999,9,9",,,,"0,1,06,1","0,1,06,1","01,1,+00480,1,06,1","05,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,"9,9,999,9,-004,1",,"SYN004BUFR",
"43353099999","2021-03-19T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","02700,1,C,N","004000,1,9,9","+0296,1","+0251,1","10091,1",,,"1,1,02,1","1,1,02,1",,,"03,1,+00480,1,06,1","03,1,+02700,1,04,1",,,"9,MSL   ,+99999,+99999","06,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 69902 10296 20251 40091 71011 83510 333 56290 58011 83616 83459=",
"43353099999","2021-03-19T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","140,1,N,0026,1","02400,1,9,N","002000,1,9,9","+0274,1","+0254,1","10102,1","15,9999,9,9",,"1,1,02,1","1,1,02,1",,,"03,1,+00420,1,06,1","01,1,+00750,1,09,1","06,1,+02400,1,04,1",,"9,MSL   ,+99999,+99999","07,99,1,03,1,99,9,00420,1,99,9,99,9",,,,,"96,1","SYN09443353 21495 71405 10274 20254 40102 79611 83510 333 56290 57921 59007 6990/ 83614 81925 86458=","Q01  00002PRCP15Q02  00002PRCP15"
"43353099999","2021-03-19T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","02400,1,9,N","002000,1,9,9","+0270,1","+0262,1","10083,1","18,0030,3,1",,"1,1,02,1","1,1,02,1",,,"02,1,+00480,1,06,1","08,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","08,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 89902 10270 20262 40083 71011 82510 333 56190 59007 6003/ 82616 88458=",
"43353099999","2021-03-20T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","140,1,N,0021,1","02400,1,9,N","002000,1,9,9","+0264,1","+0261,1","10087,1","21,0030,3,1",,"2,1,02,1","1,1,02,1",,,"02,1,+00480,1,06,1","08,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","08,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 81404 10264 20261 40087 71021 81510 333 56290 59005 6003/ 82616 88458=",
"43353099999","2021-03-20T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","110,1,N,0021,1","02400,1,C,N","002000,1,9,9","+0276,1","+0259,1","10109,1","24,0030,3,1",,"2,1,02,1","2,1,02,1",,,"03,1,+00480,1,06,1","05,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,03,1,99,9,00480,1,99,9,99,9","240,M,+0328,1","240,N,+0260,1",,,"10,1","SYN10443353 21495 71104 10276 20259 40109 71022 83510 333 10328 20260 56390 6003/ 83616 85458 555 00032 10004=",
"43353099999","2021-03-20T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","230,1,N,0041,1","02400,1,C,N","004000,1,9,9","+0310,1","+0247,1","10104,1",,,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","06,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07643353 31496 72308 10310 20247 40104 70522 81510 333 56290 58000 81616 86458=",
"43353099999","2021-03-20T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0031,1","02700,1,C,N","004000,1,9,9","+0300,1","+0243,1","10070,1",,,,,,,"02,1,+00480,1,06,1","06,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 62706 10300 20243 40070 82530 333 56290 59003 82616 86359=",
"43353099999","2021-03-20T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","340,1,N,0041,1","02700,1,C,N","004000,1,9,9","+0304,1","+0241,1","10060,1",,,,,,,"02,1,+00480,1,06,1","06,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07643353 32496 73408 10304 20241 40060 82530 333 10320 56790 59010 82616 86359=",
"43353099999","2021-03-20T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","004000,1,9,9","+0284,1","+0238,1","10085,1",,,,,,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 31496 49902 10284 20238 40085 81530 333 56790 59006 81616 83359=",
"43353099999","2021-03-20T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","140,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0272,1","+0233,1","10096,1",,,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 41403 10272 20233 40096 71022 81530 333 56690 58006 81616 83359=",
"43353099999","2021-03-20T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","004000,1,9,9","+0264,1","+0235,1","10079,1",,,"2,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07043353 31496 29902 10264 20235 40079 71020 81530 333 56790 59004 81616=",
"43353099999","2021-03-21T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","110,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0254,1","+0237,1","10081,1",,,"1,1,02,1","0,1,02,1",,,"02,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,02,1,99,9,02700,1,99,9,99,9",,,,,"10,1","SYN07043353 31496 21103 10254 20237 40081 71010 82030 333 56090 59006 82359=",
"43353099999","2021-03-21T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0015,1","22000,1,9,N","002000,1,9,9","+0282,1","+0232,1","10102,1",,,"1,1,02,1","0,1,02,1",,,"02,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,02,1,99,9,02700,1,99,9,99,9","240,M,+0320,1","240,N,+0250,1",,,"10,1","SYN09243353 31495 20903 10282 20232 40102 71010 82030 333 10320 20250 56090 59007 82359 555 10004=",
"43353099999","2021-03-21T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0316,1","+0226,1","10097,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 22705 10316 20226 40097 70510 81530 333 56690 59007 81616=",
"43353099999","2021-03-21T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0051,1","22000,1,9,N","004000,1,9,9","+0318,1","+0238,1","10062,1",,,,,,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN06443353 32496 22710 10318 20238 40062 81530 333 56690 59008 81616=",
"43353099999","2021-03-21T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","050,1,N,0051,1","00750,1,C,N","004000,1,9,9","+0300,1","+0210,1","10069,1",,,,,,,"03,1,+00420,1,06,1","02,1,+00750,1,09,1",,,"9,MSL   ,+99999,+99999","05,99,1,03,1,99,9,00420,1,99,9,99,9",,,,,,"SYN08243353 32496 50510 10300 20210 40069 83900 333 10324 56290 57921 58009 83614 82925=",
"43353099999","2021-03-21T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","110,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0264,1","+0219,1","10099,1","15,0000,9,1",,"5,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","04,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 51104 10264 20219 40099 71052 81530 333 56390 58003 6990/ 81616 84359=","Q01  00002PRCP15"
"43353099999","2021-03-21T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0254,1","+0207,1","10083,1","18,0000,9,1",,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","04,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 50904 10254 20207 40083 71022 81530 333 56290 58004 6990/ 81616 84359=","Q01  00002PRCP18"
"43353099999","2021-03-22T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0256,1","+0211,1","10083,1","21,0000,9,1",,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","04,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 50000 10256 20211 40083 71022 81530 333 56690 58002 6990/ 81616 84358=","Q01  00002PRCP21"
"43353099999","2021-03-22T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0286,1","+0214,1","10113,1","24,0000,9,1",,"1,1,02,1","0,1,02,1",,,"01,1,+02400,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,02400,1,99,9,99,9","240,M,+0324,1","240,N,+0254,1",,,"05,1","SYN09843353 21496 20903 10286 20214 40113 70510 81030 333 10324 20254 56090 58010 6990/ 81358 555 10004=","Q01  00002PRCP24"
"43353099999","2021-03-22T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","320,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0318,1","+0242,1","10112,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 23204 10318 20242 40112 70510 81530 333 56690 58018 81616=",
"43353099999","2021-03-22T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0046,1","22000,1,9,N","004000,1,9,9","+0322,1","+0242,1","10080,1",,,,,,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN06443353 32496 22909 10322 20242 40080 81530 333 56290 58018 81616=",
"43353099999","2021-03-22T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0046,1","99999,9,9,N","004000,1,9,9","+0308,1","+0245,1","10076,1",,,,,,,"01,1,+00480,1,06,1","01,1,+00750,1,09,1","03,1,+02700,1,03,1",,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN08843353 32496 52909 10308 20245 40076 81930 333 10330 56690 57911 58007 81616 81925 83359=",
"43353099999","2021-03-22T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","02400,1,C,N","004000,1,9,9","+0260,1","+0231,1","10101,1","12,0030,3,1",,"9,1,02,1","6,1,02,1",,,"02,1,+00420,1,06,1","06,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,02,1,99,9,00420,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 79902 10260 20231 40101 71096 82510 333 56290 58013 6003/ 82614 86458=",
"43353099999","2021-03-22T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,C,N","004000,1,9,9","+0258,1","+0225,1","10113,1","15,0030,3,1",,"1,1,02,1","1,1,02,1",,,"02,1,+00420,1,06,1","06,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,02,1,99,9,00420,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 70000 10258 20225 40113 71011 82510 333 56190 58014 6003/ 82614 86458=",
"43353099999","2021-03-22T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,C,N","002000,1,9,9","+0258,1","+0235,1","10093,1","18,0030,3,1",,"1,1,02,1","1,1,02,1",,,"02,1,+00420,1,06,1","06,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,02,1,99,9,00420,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 70000 10258 20235 40093 71011 82510 333 56390 58010 6003/ 82614 86458=",
"43353099999","2021-03-23T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,9,N","002000,1,9,9","+0256,1","+0241,1","10092,1","21,0030,3,1",,"2,1,02,1","1,1,02,1",,,"03,1,+00480,1,06,1","06,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 70000 10256 20241 40092 71021 83510 333 56290 58009 6003/ 83616 86458=",
"43353099999","2021-03-23T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","070,1,N,0021,1","22000,1,9,N","002000,1,9,9","+0280,1","+0243,1","10116,1","24,0030,3,1",,"1,1,02,1","0,1,02,1",,,"02,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,02,1,99,9,02700,1,99,9,99,9","240,M,+0330,1","240,N,+0252,1",,,"10,1","SYN10443353 21495 20704 10280 20243 40116 71010 82030 333 10330 20252 56090 58003 6003/ 82359 555 00030 10007=",
"43353099999","2021-03-23T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","340,1,N,0041,1","22000,1,9,N","004000,1,9,9","+0322,1","+0239,1","10111,1",,,"1,1,02,1","0,1,02,1",,,"03,1,+02700,1,03,1","99,9,+99999,9,04,1",,,"9,MSL   ,+99999,+99999","04,99,1,03,1,99,9,02700,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 43408 10322 20239 40111 70510 83510 333 56290 59001 83359=",
"43353099999","2021-03-23T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0046,1","22000,1,9,N","004000,1,9,9","+0320,1","+0252,1","10077,1",,,,,,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN06443353 31496 22709 10320 20252 40077 81530 333 56690 59003 81616=",
"43353099999","2021-03-23T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0041,1","22000,1,9,N","004000,1,9,9","+0310,1","+0242,1","10076,1",,,,,,,"01,1,+00660,1,09,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00660,1,99,9,99,9",,,,,,"SYN07043353 32496 22708 10310 20242 40076 81900 333 10330 56600 58000 81922=",
"43353099999","2021-03-23T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0298,1","+0253,1","10103,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 52703 10298 20253 40103 71010 81530 333 56690 58002 81616 83359=",
"43353099999","2021-03-23T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","140,1,N,0021,1","02700,1,C,N","004000,1,9,9","+0276,1","+0232,1","10115,1","15,0000,9,1",,"9,1,02,1","6,1,02,1",,,"01,1,+00420,1,06,1","01,1,+00750,1,09,1","05,1,+02700,1,04,1",,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00420,1,99,9,99,9",,,,,"10,1","SYN09443353 21496 71404 10276 20232 40115 71096 81920 333 56490 57951 58002 6990/ 81614 81925 85459=","Q01  00002PRCP15"
"43353099999","2021-03-23T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0015,1","02700,1,C,N","004000,1,9,9","+0268,1","+0236,1","10099,1",,,"2,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","05,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 21496 60903 10268 20236 40099 71020 81530 333 56690 58006 81616 85359=",
"43353099999","2021-03-24T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","110,1,N,0015,1","02700,1,C,N","002000,1,9,9","+0260,1","+0234,1","10094,1","21,0000,9,1",,"2,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","05,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 61103 10260 20234 40094 71020 81530 333 56690 58002 6990/ 81616 85359=","Q01  00002PRCP21"
"43353099999","2021-03-24T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","110,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0296,1","+0241,1","10117,1","24,0000,9,1",,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","04,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0330,1","240,N,+0260,1",,,"10,1","SYN10443353 21495 51103 10296 20241 40117 71022 81530 333 10330 20260 56190 58001 6990/ 81616 84359 555 10007=","Q01  00002PRCP24"
"43353099999","2021-03-24T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0031,1","99999,9,9,N","004000,1,9,9","+0320,1","+0252,1","10113,1",,,"2,1,02,1","2,1,02,1",,,"04,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,04,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 52706 10320 20252 40113 70522 84530 333 56530 58002 84616=",
