"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"43353099999","2021-01-02T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0312,1","+0166,1","10107,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 20000 10312 20166 40107 70510 81030 333 56030 59006 81359=",
"43353099999","2021-01-02T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","320,1,N,0046,1","22000,1,9,N","004000,1,9,9","+0308,1","+0184,1","10080,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 23209 10308 20184 40080 70510 81030 333 56790 59009 81359=",
"43353099999","2021-01-02T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","320,1,N,0046,1","99999,9,9,N","004000,1,9,9","+0294,1","+0200,1","10078,1",,,"1,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,-009,1","05,1","SYN05843353 31496 03209 10294 20200 40078 70510 333 10316 59009=",
"43353099999","2021-01-02T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0266,1","+0212,1","10097,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","01,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 10000 10266 20212 40097 70510 81030 333 56190 59011 81359=",
"43353099999","2021-01-02T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","050,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0258,1","+0207,1","10096,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 20504 10258 20207 40096 70510 81530 333 56190 59014 81616=",
"43353099999","2021-01-02T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0238,1","+0207,1","10081,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 40000 10238 20207 40081 71010 81530 333 56190 59016 81616 83359=",
"43353099999","2021-01-03T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0238,1","+0207,1","10086,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 40000 10238 20207 40086 71010 81530 333 56190 59012 81616 83359=",
"43353099999","2021-01-03T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0268,1","+0204,1","10107,1",,,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0316,1","240,N,+0234,1",,,"05,1","SYN09843353 31496 40000 10268 20204 40107 70510 81530 333 10316 20234 56290 59011 81616 83359 555 10420=",
"43353099999","2021-01-03T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","020,1,N,0026,1","02400,1,C,N","004000,1,9,9","+0302,1","+0206,1","10101,1",,,"1,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07643353 31496 70205 10302 20206 40101 70511 81530 333 56190 59006 81616 86358=",
"43353099999","2021-01-03T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0041,1","02400,1,C,N","004000,1,9,9","+0306,1","+0204,1","10075,1",,,,,,,"01,1,+00480,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 72708 10306 20204 40075 81530 333 56690 59005 81616 86358=",
"43353099999","2021-01-03T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","320,1,N,0036,1","02400,1,C,N","004000,1,9,9","+0290,1","+0209,1","10074,1","09,0000,9,1",,,,,,"02,1,+00480,1,06,1","05,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,,"SYN08243353 22496 73207 10290 20209 40074 82830 333 10310 56790 59004 6990/ 82616 85358=","Q01  00002PRCP09"
"43353099999","2021-01-03T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0276,1","+0226,1","10090,1","12,0000,9,1",,"1,1,02,1","0,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN08243353 21496 40000 10276 20226 40090 70510 81530 333 56790 59007 6990/ 81616 83358=","Q01  00002PRCP12"
"43353099999","2021-01-03T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,V,0010,1","22000,1,9,N","002000,1,9,9","+0262,1","+0220,1","10094,1","15,0000,9,1",,"1,1,02,1","1,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"10,1","SYN07643353 21895 29902 10262 20220 40094 71011 81030 333 56290 59002 6990/ 81359=","Q01  00002PRCP15"
"43353099999","2021-01-03T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0246,1","+0225,1","10078,1","18,0000,9,1",,"1,1,02,1","1,1,02,1",,,,,,,,,,,,"9,9,999,9,-003,1","10,1","SYN05843353 21995 00000 10246 20225 40078 71011 333 59003 6990/=","Q01  00002PRCP18"
"43353099999","2021-01-04T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0244,1","+0217,1","10083,1","21,0000,9,1",,"1,1,02,1","1,1,02,1",,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,"10,1","SYN07643353 21895 20000 10244 20217 40083 71011 81030 333 56290 59006 6990/ 81359=","Q01  00002PRCP21"
"43353099999","2021-01-04T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0266,1","+0218,1","10105,1","24,0000,9,1",,"1,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","03,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0310,1","240,N,+0238,1",,,"10,1","SYN09843353 21496 30000 10266 20218 40105 71011 81530 333 10310 20238 56190 59002 6990/ 81616 555 10019=","Q01  00002PRCP24"
"43353099999","2021-01-04T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0031,1","02400,1,C,N","004000,1,9,9","+0310,1","+0205,1","10101,1",,,,,,,"01,1,+00480,1,06,1","06,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 72706 10310 20205 40101 81520 333 56690 58000 81616 86458=",
"43353099999","2021-01-04T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0041,1","02400,1,C,N","004000,1,9,9","+0300,1","+0227,1","10072,1",,,,,,,"01,1,+00480,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 72908 10300 20227 40072 81530 333 56620 59003 81616 86358=",
"43353099999","2021-01-04T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0046,1","02400,1,C,N","004000,1,9,9","+0296,1","+0229,1","10078,1",,,,,,,"01,1,+00480,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07643353 32496 72909 10296 20229 40078 81530 333 10312 56620 58004 81616 86358=",
"43353099999","2021-01-04T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,C,N","004000,1,9,9","+0286,1","+0227,1","10106,1",,,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","05,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07643353 31496 60000 10286 20227 40106 70522 81530 333 56690 58016 81616 85358=",
"43353099999","2021-01-04T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,C,N","004000,1,9,9","+0268,1","+0226,1","10104,1",,,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","05,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31496 60000 10268 20226 40104 71022 81530 333 56690 58010 81616 85358=",
"43353099999","2021-01-04T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,C,N","002000,1,9,9","+0260,1","+0224,1","10089,1",,,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","05,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31495 60000 10260 20224 40089 71022 81530 333 56690 58011 81616 85358=",
"43353099999","2021-01-05T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0244,1","+0223,1","10085,1",,,"2,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN07643353 31495 40000 10244 20223 40085 71021 81530 333 56690 58002 81616 83358=",
"43353099999","2021-01-05T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0021,1","22000,1,9,N","004000,1,9,9","+0276,1","+0213,1","10105,1",,,"1,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0312,1","240,N,+0244,1",,,"05,1","SYN09243353 31496 20904 10276 20213 40105 70511 81530 333 10312 20244 56220 58000 81616 555 10019=",
"43353099999","2021-01-05T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0312,1","+0207,1","10099,1",,,,,,,"01,1,+02700,1,03,1",,,,"9,MSL   ,+99999,+99999","02,99,1,01,1,99,9,02700,1,99,9,99,9",,,,,,"SYN06443353 32996 20000 10312 20207 40099 81030 333 56020 59002 81359=",
"43353099999","2021-01-05T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","290,1,N,0051,1","22000,1,9,N","004000,1,9,9","+0308,1","+0226,1","10078,1",,,"1,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07643353 32496 42910 10308 20226 40078 70511 81530 333 56690 58006 81616 83359=",
"43353099999","2021-01-05T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0021,1","02400,1,C,N","004000,1,9,9","+0292,1","+0221,1","10082,1",,,"2,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","01,1,+00750,1,09,1","06,1,+02400,1,03,1",,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN09443353 32496 72704 10292 20221 40082 70521 81530 333 10320 56690 57932 58004 81616 81925 86358=",
"43353099999","2021-01-05T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","140,1,N,0026,1","02400,1,C,N","004000,1,9,9","+0260,1","+0231,1","10112,1","12,0004,3,1",,"9,1,02,1","5,1,02,1",,,"02,1,+00480,1,06,1","05,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,02,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 71405 10260 20231 40112 71095 82510 333 56310 58006 6994/ 82616 85458=",
"43353099999","2021-01-05T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0258,1","+0235,1","10109,1","15,0004,3,1",,"2,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,04,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21496 40000 10258 20235 40109 71021 81510 333 56220 58005 6994/ 81616 83459=",
"43353099999","2021-01-05T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0248,1","+0233,1","10087,1","18,0004,3,1",,"2,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,04,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 40000 10248 20233 40087 71021 81510 333 56220 59002 6994/ 81616 83459=",
"43353099999","2021-01-06T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,C,N","002000,1,9,9","+0250,1","+0226,1","10088,1","21,0004,3,1",,"2,1,02,1","2,1,02,1",,,"01,1,+00480,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 70000 10250 20226 40088 71022 81530 333 56220 58003 6994/ 81616 86358=",
"43353099999","2021-01-06T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-15","99999","V020","999,9,C,0000,1","02438,1,9,N","003500,1,9,9","+0250,1","+0230,1","99999,9",,,,,,,"02,1,+00488,1,99,9","07,1,+02438,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00488,1,99,9,99,9",,,"10080,1,99999,9",,"10,1","MET067METAR VOCC 060000Z 00000KT 3500 BR FEW016 BKN080 25/23 Q1008 NOSIG=",
"43353099999","2021-01-06T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0270,1","+0223,1","10115,1","24,0004,3,1",,"2,1,02,1","1,1,02,1",,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9","240,M,+0320,1","240,N,+0244,1",,,"05,1","SYN10443353 21496 40000 10270 20223 40115 70521 81530 333 10320 20244 56190 59010 6994/ 81616 83359 555 10020=",
"43353099999","2021-01-06T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0046,1","22000,1,9,N","004000,1,9,9","+0304,1","+0228,1","10106,1",,,"2,1,02,1","1,1,02,1",,,"03,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,"05,1","SYN07043353 31496 42709 10304 20228 40106 70521 83530 333 56520 58007 83616=",
"43353099999","2021-01-06T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0051,1","99999,9,9,N","004000,1,9,9","+0300,1","+0237,1","10072,1",,,,,,,"03,1,+00480,1,06,1","99,9,+99999,9,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,03,1,99,9,00480,1,99,9,99,9",,,,,,"SYN06443353 32496 52710 10300 20237 40072 83830 333 56690 59006 83616=",
"43353099999","2021-01-06T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0051,1","02400,1,C,N","004000,1,9,9","+0278,1","+0234,1","10085,1",,,,,,,"01,1,+00420,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,01,1,99,9,00420,1,99,9,99,9",,,,,,"SYN07643353 32496 72710 10278 20234 40085 81830 333 10312 56690 58003 81614 86358=",
"43353099999","2021-01-06T15:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","090,1,N,0026,1","00750,1,C,N","002000,1,9,9","+0252,1","+0243,1","10118,1","12,0110,3,1",,"6,1,02,1","5,1,02,1",,,"03,1,+00360,1,06,1","02,1,+00750,1,09,1","08,1,+02400,1,03,1",,"9,MSL   ,+99999,+99999","08,99,1,03,1,99,9,00360,1,99,9,99,9",,,,,"95,1","SYN09443353 21495 80905 10252 20243 40118 79565 81430 333 56190 57932 58006 6011/ 83612 82925 88358=",
"43353099999","2021-01-06T18:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","140,1,N,0021,1","02400,1,9,N","002000,1,9,9","+0244,1","+0241,1","10110,1","15,0140,3,1",,"9,1,02,1","6,1,02,1",,,"03,1,+00360,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","07,99,1,03,1,99,9,00360,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 71404 10244 20241 40110 71096 81530 333 56190 58001 6014/ 83612 86358=",
"43353099999","2021-01-06T21:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","02400,1,9,N","002000,1,9,9","+0238,1","+0235,1","10099,1","18,0140,3,1",,"2,1,02,1","1,1,02,1",,,"03,1,+00420,1,06,1","06,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,03,1,99,9,00420,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 60000 10238 20235 40099 71021 81530 333 56290 58012 6014/ 83614 86358=",
"43353099999","2021-01-07T00:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0246,1","+0234,1","10087,1","21,0140,3,1",,"2,1,02,1","1,1,02,1",,,"01,1,+00420,1,06,1","03,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00420,1,99,9,99,9",,,,,"10,1","SYN08243353 21495 40000 10246 20234 40087 71021 81530 333 56190 59001 6014/ 81614 83358=",
"43353099999","2021-01-07T03:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","070,1,N,0021,1","99999,9,9,N","004000,1,9,9","+0258,1","+0238,1","10097,1","24,0140,3,1",,"2,1,02,1","2,1,02,1",,,"01,1,+00420,1,06,1","04,1,+02400,1,03,1",,,"9,MSL   ,+99999,+99999","05,99,1,01,1,99,9,00420,1,99,9,99,9","240,M,+0312,1","240,N,+0238,1",,,"10,1","SYN11043353 21496 50704 10258 20238 40097 71022 81530 333 10312 20238 56290 59018 6014/ 81614 84358 555 00140 10034=",
"43353099999","2021-01-07T06:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","160,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0304,1","+0235,1","10077,1",,,,,,,"01,1,+00480,1,06,1","03,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","04,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 41605 10304 20235 40077 81530 333 56690 59029 81616 83359=",
"43353099999","2021-01-07T09:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","250,1,N,0051,1","02700,1,C,N","004000,1,9,9","+0304,1","+0238,1","10043,1",,,,,,,"01,1,+00480,1,06,1","05,1,+02700,1,03,1",,,"9,MSL   ,+99999,+99999","06,99,1,01,1,99,9,00480,1,99,9,99,9",,,,,,"SYN07043353 32496 62510 10304 20238 40043 81530 333 56590 59029 81616 85359=",
"43353099999","2021-01-07T12:00:00","4","9.946133","76.272022","2.43","COCHIN, IN","FM-12","99999","V020","270,1,N,0057,1","02400,1,C,N","004000,1,9,9","+0288,1","+0242,1","10058,1",,,,,,,"03,1,+00420,1,06,1","05,1,+02400,1,04,1",,,"9,MSL   ,+99999,+99999","07,99,1,03,1,99,9,00420,1,99,9,99,9",,,,,,"SYN07643353 32496 72711 10288 20242 40058 83410 333 10320 56620 59027 83614 85458=",
